id,director_name,duration,actor_1_name,actor_2_name,gross,movie_title,num_voted_users,actor_3_name,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,imdb_score,Action,Adventure,Fantasy,Sci-Fi,Thriller,Documentary,Romance,Animation,Comedy,Family,Musical,Mystery,Western,Drama,History,Sport,Crime,Horror,War,Biography,Music,Game-Show,Reality-TV,News,Short,Film-Noir
83,Robert Stromberg,97,Angelina Jolie Pitt,Sharlto Copley,241407328,Maleficent,252257,Sam Riley,http://www.imdb.com/title/tt1587310/?ref_=fn_tt_tt_1,634,English,USA,PG,180000000,2014,7.0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,Matt Reeves,130,Gary Oldman,Judy Greer,208543795,Dawn of the Planet of the Apes,317542,Kodi Smit-McPhee,http://www.imdb.com/title/tt2103281/?ref_=fn_tt_tt_1,620,English,USA,PG-13,170000000,2014,7.6,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
85,Roland Joffé,109,Tamsin Egerton,Alice Englert,-1,The Lovers,2138,Bipasha Basu,http://www.imdb.com/title/tt1321869/?ref_=fn_tt_tt_1,15,English,Belgium,R,-1,2015,4.5,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,Carl Rinsch,128,Keanu Reeves,Cary-Hiroyuki Tagawa,38297305,47 Ronin,116994,Jin Akanishi,http://www.imdb.com/title/tt1335975/?ref_=fn_tt_tt_1,324,English,USA,PG-13,175000000,2013,6.3,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
87,Anthony Russo,136,Scarlett Johansson,Chris Evans,259746958,Captain America: The Winter Soldier,496749,Hayley Atwell,http://www.imdb.com/title/tt1843866/?ref_=fn_tt_tt_1,742,English,USA,PG-13,170000000,2014,7.8,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,Mike Mitchell,93,Jon Hamm,Kathy Griffin,238371987,Shrek Forever After,138661,Mary Kay Place,http://www.imdb.com/title/tt0892791/?ref_=fn_tt_tt_1,173,English,USA,PG,165000000,2010,6.4,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,Brad Bird,130,Judy Greer,Chris Bauer,93417865,Tomorrowland,128306,Thomas Robinson,http://www.imdb.com/title/tt1964418/?ref_=fn_tt_tt_1,497,English,USA,PG,190000000,2015,6.5,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,Don Hall,102,Damon Wayans Jr.,Daniel Henney,222487711,Big Hero 6,279093,Abraham Benrubi,http://www.imdb.com/title/tt2245084/?ref_=fn_tt_tt_1,433,English,USA,PG,165000000,2014,7.9,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
91,Rich Moore,101,Jack McBrayer,Sarah Silverman,189412677,Wreck-It Ralph,272534,Joe Lo Truglio,http://www.imdb.com/title/tt1772341/?ref_=fn_tt_tt_1,345,English,USA,PG,165000000,2012,7.8,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,Robert Zemeckis,100,Tom Hanks,Eddie Deezen,665426,The Polar Express,120798,Peter Scolari,http://www.imdb.com/title/tt0338348/?ref_=fn_tt_tt_1,444,English,USA,G,165000000,2004,6.6,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,Roland Emmerich,120,Vivica A. Fox,Sela Ward,102315545,Independence Day: Resurgence,58137,Judd Hirsch,http://www.imdb.com/title/tt1628841/?ref_=fn_tt_tt_1,520,English,USA,PG-13,165000000,2016,5.5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,Dean DeBlois,98,Gerard Butler,America Ferrera,217387997,How to Train Your Dragon,485430,Craig Ferguson,http://www.imdb.com/title/tt0892769/?ref_=fn_tt_tt_1,492,English,USA,PG,165000000,2010,8.2,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,Jonathan Mostow,109,Nick Stahl,M.C. Gainey,150350192,Terminator 3: Rise of the Machines,305340,Carolyn Hennesy,http://www.imdb.com/title/tt0181852/?ref_=fn_tt_tt_1,1676,English,USA,R,200000000,2003,6.4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,James Gunn,121,Bradley Cooper,Vin Diesel,333130696,Guardians of the Galaxy,682155,Djimon Hounsou,http://www.imdb.com/title/tt2015381/?ref_=fn_tt_tt_1,1097,English,USA,PG-13,170000000,2014,8.1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,Christopher Nolan,169,Matthew McConaughey,Anne Hathaway,187991439,Interstellar,928227,Mackenzie Foy,http://www.imdb.com/title/tt0816692/?ref_=fn_tt_tt_1,2725,English,USA,PG-13,165000000,2014,8.6,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
98,Christopher Nolan,148,Leonardo DiCaprio,Tom Hardy,292568851,Inception,1468200,Joseph Gordon-Levitt,http://www.imdb.com/title/tt1375666/?ref_=fn_tt_tt_1,2803,English,USA,PG-13,160000000,2010,8.8,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,Hideaki Anno,120,Mark Chinnery,Shin'ya Tsukamoto,-1,Godzilla Resurgence,374,Atsuko Maeda,http://www.imdb.com/title/tt4262980/?ref_=fn_tt_tt_1,13,Japanese,Japan,Unknown,-1,2016,8.2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
100,Peter Jackson,182,Aidan Turner,Adam Brown,303001229,The Hobbit: An Unexpected Journey,637246,James Nesbitt,http://www.imdb.com/title/tt0903624/?ref_=fn_tt_tt_1,1367,English,USA,PG-13,180000000,2012,7.9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,Rob Cohen,106,Paul Walker,Vin Diesel,144512310,The Fast and the Furious,272223,Jordana Brewster,http://www.imdb.com/title/tt0232500/?ref_=fn_tt_tt_1,988,English,USA,PG-13,38000000,2001,6.7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
102,David Fincher,166,Brad Pitt,Jason Flemyng,127490802,The Curious Case of Benjamin Button,459346,Julia Ormond,http://www.imdb.com/title/tt0421715/?ref_=fn_tt_tt_1,822,English,USA,PG-13,150000000,2008,7.8,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
103,Matthew Vaughn,132,Jennifer Lawrence,Michael Fassbender,146405371,X-Men: First Class,518537,Oliver Platt,http://www.imdb.com/title/tt1270798/?ref_=fn_tt_tt_1,698,English,USA,PG-13,160000000,2011,7.8,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,Francis Lawrence,137,Jennifer Lawrence,Philip Seymour Hoffman,281666058,The Hunger Games: Mockingjay - Part 2,166137,Josh Hutcherson,http://www.imdb.com/title/tt1951266/?ref_=fn_tt_tt_1,383,English,USA,PG-13,160000000,2015,6.6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,Jon Turteltaub,109,Nicolas Cage,Omar Benson Miller,63143812,The Sorcerer's Apprentice,124185,Robert Capron,http://www.imdb.com/title/tt0963966/?ref_=fn_tt_tt_1,238,English,USA,PG,150000000,2010,6.1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,Wolfgang Petersen,98,Jimmy Bennett,Mike Vogel,60655503,Poseidon,82380,Andre Braugher,http://www.imdb.com/title/tt0409182/?ref_=fn_tt_tt_1,629,English,USA,PG-13,160000000,2006,5.6,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
107,James Bobin,113,Johnny Depp,Alan Rickman,76846624,Alice Through the Looking Glass,21352,Anne Hathaway,http://www.imdb.com/title/tt2567026/?ref_=fn_tt_tt_1,131,English,USA,PG,170000000,2016,6.4,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,Chris Miller,93,Justin Timberlake,Eric Idle,320706665,Shrek the Third,211971,Rupert Everett,http://www.imdb.com/title/tt0413267/?ref_=fn_tt_tt_1,326,English,USA,PG,160000000,2007,6.1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,Duncan Jones,123,Dominic Cooper,Callum Rennie,46978995,Warcraft,111609,Ruth Negga,http://www.imdb.com/title/tt0803096/?ref_=fn_tt_tt_1,781,English,USA,PG-13,160000000,2016,7.3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,Alan Taylor,126,J.K. Simmons,Emilia Clarke,89732035,Terminator Genisys,188457,Matt Smith,http://www.imdb.com/title/tt1340138/?ref_=fn_tt_tt_1,867,English,USA,PG-13,155000000,2015,6.6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,Michael Apted,113,Bruce Spence,Shane Rangi,104383624,The Chronicles of Narnia: The Voyage of the Dawn Treader,106446,Laura Brent,http://www.imdb.com/title/tt0980970/?ref_=fn_tt_tt_1,227,English,USA,PG,155000000,2010,6.3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,Michael Bay,184,Jennifer Garner,Jaime King,198539855,Pearl Harbor,254111,Mako,http://www.imdb.com/title/tt0213149/?ref_=fn_tt_tt_1,1999,English,USA,PG-13,140000000,2001,6.1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
113,Michael Bay,144,Zack Ward,Michael O'Neill,318759914,Transformers,513158,Kevin Dunn,http://www.imdb.com/title/tt0418279/?ref_=fn_tt_tt_1,1782,English,USA,PG-13,150000000,2007,7.1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,Oliver Stone,206,Anthony Hopkins,Angelina Jolie Pitt,34293771,Alexander,138863,Brian Blessed,http://www.imdb.com/title/tt0346491/?ref_=fn_tt_tt_1,1390,English,Germany,R,155000000,2004,5.5,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0
115,David Yates,138,Robert Pattinson,Daniel Radcliffe,292000866,Harry Potter and the Order of the Phoenix,355137,Fiona Shaw,http://www.imdb.com/title/tt0373889/?ref_=fn_tt_tt_1,1108,English,UK,PG-13,150000000,2007,7.5,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,Mike Newell,157,Robert Pattinson,Daniel Radcliffe,289994397,Harry Potter and the Goblet of Fire,385670,Rupert Grint,http://www.imdb.com/title/tt0330373/?ref_=fn_tt_tt_1,1896,English,UK,PG-13,150000000,2005,7.6,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,Peter Berg,102,Will Smith,Charlize Theron,227946274,Hancock,343648,Eddie Marsan,http://www.imdb.com/title/tt0448157/?ref_=fn_tt_tt_1,590,English,USA,PG-13,150000000,2008,6.4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
118,Francis Lawrence,104,Will Smith,Alice Braga,256386216,I Am Legend,530870,Willow Smith,http://www.imdb.com/title/tt0480249/?ref_=fn_tt_tt_1,1413,English,USA,PG-13,150000000,2007,7.2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
119,Tim Burton,115,Johnny Depp,Christopher Lee,206456431,Charlie and the Chocolate Factory,320284,David Kelly,http://www.imdb.com/title/tt0367594/?ref_=fn_tt_tt_1,1361,English,USA,PG,150000000,2005,6.7,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,Brad Bird,111,Janeane Garofalo,John Ratzenberger,206435493,Ratatouille,473887,Brian Dennehy,http://www.imdb.com/title/tt0382932/?ref_=fn_tt_tt_1,626,English,USA,G,150000000,2007,8.0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,Christopher Nolan,128,Christian Bale,Liam Neeson,205343774,Batman Begins,980946,Morgan Freeman,http://www.imdb.com/title/tt0372784/?ref_=fn_tt_tt_1,2685,English,USA,PG-13,150000000,2005,8.3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,Eric Darnell,89,Bernie Mac,Jada Pinkett Smith,179982968,Madagascar: Escape 2 Africa,146019,Cedric the Entertainer,http://www.imdb.com/title/tt0479952/?ref_=fn_tt_tt_1,119,English,USA,PG,150000000,2008,6.7,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,Shawn Levy,105,Robin Williams,Rami Malek,177243721,Night at the Museum: Battle of the Smithsonian,130272,Steve Coogan,http://www.imdb.com/title/tt1078912/?ref_=fn_tt_tt_1,209,English,USA,PG,150000000,2009,5.9,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,Gavin Hood,119,Hugh Jackman,Ryan Reynolds,179883016,X-Men Origins: Wolverine,361924,Dominic Monaghan,http://www.imdb.com/title/tt0458525/?ref_=fn_tt_tt_1,641,English,USA,PG-13,150000000,2009,6.7,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,Lana Wachowski,129,Essie Davis,Collin Chou,139259759,The Matrix Revolutions,364948,Nona Gaye,http://www.imdb.com/title/tt0242653/?ref_=fn_tt_tt_1,2121,English,Australia,R,150000000,2003,6.7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,Chris Buck,102,Josh Gad,Maurice LaMarche,400736600,Frozen,421658,Livvy Stubenrauch,http://www.imdb.com/title/tt2294629/?ref_=fn_tt_tt_1,904,English,USA,PG,150000000,2013,7.6,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,Lana Wachowski,138,Steve Bastoni,Daniel Bernhardt,281492479,The Matrix Reloaded,421818,Helmut Bakaitis,http://www.imdb.com/title/tt0234215/?ref_=fn_tt_tt_1,2789,English,USA,R,150000000,2003,7.2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,Alan Taylor,112,Chris Hemsworth,Natalie Portman,206360018,Thor: The Dark World,414070,Anthony Hopkins,http://www.imdb.com/title/tt1981115/?ref_=fn_tt_tt_1,532,English,USA,PG-13,170000000,2013,7.1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,George Miller,120,Tom Hardy,Charlize Theron,153629485,Mad Max: Fury Road,552503,Zoë Kravitz,http://www.imdb.com/title/tt1392190/?ref_=fn_tt_tt_1,1588,English,Australia,R,150000000,2015,8.1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,Ron Howard,146,Tom Hanks,Ayelet Zurer,133375846,Angels & Demons,207839,Armin Mueller-Stahl,http://www.imdb.com/title/tt0808151/?ref_=fn_tt_tt_1,435,English,USA,PG-13,150000000,2009,6.7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,Kenneth Branagh,115,Chris Hemsworth,Natalie Portman,181015141,Thor,536314,Anthony Hopkins,http://www.imdb.com/title/tt0800369/?ref_=fn_tt_tt_1,738,English,USA,PG-13,150000000,2011,7.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,Byron Howard,96,Chloë Grace Moretz,Diedrich Bader,114053579,Bolt,146766,James Lipton,http://www.imdb.com/title/tt0397892/?ref_=fn_tt_tt_1,178,English,USA,PG,150000000,2008,6.9,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
133,Hoyt Yeatman,88,Kelli Garner,Piper Mackenzie Harris,119420252,G-Force,33042,Niecy Nash,http://www.imdb.com/title/tt0436339/?ref_=fn_tt_tt_1,90,English,USA,PG,150000000,2009,5.1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,Jonathan Liebesman,99,Liam Neeson,Edgar Ramírez,83640426,Wrath of the Titans,152826,Lily James,http://www.imdb.com/title/tt1646987/?ref_=fn_tt_tt_1,253,English,USA,PG-13,150000000,2012,5.8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,Tim Burton,113,Johnny Depp,Chloë Grace Moretz,79711678,Dark Shadows,199039,Christopher Lee,http://www.imdb.com/title/tt1077368/?ref_=fn_tt_tt_1,479,English,USA,PG-13,100000000,2012,6.2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
136,Christopher McQuarrie,131,Tom Cruise,Jeremy Renner,195000874,Mission: Impossible - Rogue Nation,232187,Sean Harris,http://www.imdb.com/title/tt2381249/?ref_=fn_tt_tt_1,440,English,China,PG-13,150000000,2015,7.4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,Joe Johnston,119,Anthony Hopkins,Simon Merrells,61937495,The Wolfman,89442,Art Malik,http://www.imdb.com/title/tt0780653/?ref_=fn_tt_tt_1,432,English,USA,R,150000000,2010,5.8,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
138,David Yates,110,Christoph Waltz,Alexander Skarsgård,124051759,The Legend of Tarzan,42372,Casper Crump,http://www.imdb.com/title/tt0918940/?ref_=fn_tt_tt_1,239,English,USA,PG-13,180000000,2016,6.6,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
139,Steve Hickner,91,Matthew Broderick,Oprah Winfrey,126597121,Bee Movie,105902,Rip Torn,http://www.imdb.com/title/tt0389790/?ref_=fn_tt_tt_1,206,English,USA,PG,150000000,2007,6.2,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,Jennifer Yuh Nelson,90,Angelina Jolie Pitt,Gary Oldman,165230261,Kung Fu Panda 2,182718,Mike Bell,http://www.imdb.com/title/tt1302011/?ref_=fn_tt_tt_1,209,English,USA,PG,150000000,2011,7.3,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,M. Night Shyamalan,103,Seychelle Gabriel,Noah Ringer,131564731,The Last Airbender,118951,Aasif Mandvi,http://www.imdb.com/title/tt0938283/?ref_=fn_tt_tt_1,1382,English,USA,PG,150000000,2010,4.2,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,J.J. Abrams,124,Philip Seymour Hoffman,Tom Cruise,133382309,Mission: Impossible III,256695,Eddie Marsan,http://www.imdb.com/title/tt0317919/?ref_=fn_tt_tt_1,871,English,USA,PG-13,150000000,2006,6.9,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,Roland Emmerich,131,Channing Tatum,Jake Weber,73103784,White House Down,164238,Matt Craven,http://www.imdb.com/title/tt2334879/?ref_=fn_tt_tt_1,434,English,USA,PG-13,150000000,2013,6.4,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
144,Simon Wells,88,Elisabeth Harnois,Dan Fogler,21379315,Mars Needs Moms,17590,Tom Everett Scott,http://www.imdb.com/title/tt1305591/?ref_=fn_tt_tt_1,112,English,USA,PG,150000000,2011,5.4,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,David Bowers,85,Hugh Jackman,Kate Winslet,64459316,Flushed Away,85086,David Suchet,http://www.imdb.com/title/tt0424095/?ref_=fn_tt_tt_1,122,English,UK,PG,149000000,2006,6.7,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,Joe Wright,111,Hugh Jackman,Cara Delevingne,34964818,Pan,39956,Nonso Anozie,http://www.imdb.com/title/tt3332064/?ref_=fn_tt_tt_1,186,English,USA,PG,150000000,2015,5.8,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,Rob Minkoff,92,Ty Burrell,Zach Callison,111505642,Mr. Peabody & Sherman,47900,Karan Brar,http://www.imdb.com/title/tt0864835/?ref_=fn_tt_tt_1,130,English,USA,PG,145000000,2014,6.9,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Wolfgang Petersen,196,Brad Pitt,Orlando Bloom,133228348,Troy,381672,Julian Glover,http://www.imdb.com/title/tt0332452/?ref_=fn_tt_tt_1,1694,English,USA,R,175000000,2004,7.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,Eric Darnell,93,Jada Pinkett Smith,Martin Short,216366733,Madagascar 3: Europe's Most Wanted,119213,Cedric the Entertainer,http://www.imdb.com/title/tt1277953/?ref_=fn_tt_tt_1,154,English,USA,PG,145000000,2012,6.9,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,Lee Tamahori,133,Toby Stephens,Colin Salmon,160201106,Die Another Day,169914,Rick Yune,http://www.imdb.com/title/tt0246460/?ref_=fn_tt_tt_1,1185,English,UK,PG-13,142000000,2002,6.1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,Paul Feig,116,Ed Begley Jr.,Kate McKinnon,118099659,Ghostbusters,69757,Zach Woods,http://www.imdb.com/title/tt1289401/?ref_=fn_tt_tt_1,1211,English,USA,PG-13,144000000,2016,5.5,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,Michael Bay,153,Bruce Willis,Steve Buscemi,201573391,Armageddon,322395,Will Patton,http://www.imdb.com/title/tt0120591/?ref_=fn_tt_tt_1,1171,English,USA,PG-13,140000000,1998,6.6,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Barry Sonnenfeld,88,Will Smith,Rosario Dawson,190418803,Men in Black II,270207,Rip Torn,http://www.imdb.com/title/tt0120912/?ref_=fn_tt_tt_1,606,English,USA,PG-13,140000000,2002,6.1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,Robert Zemeckis,115,Robin Wright,Anthony Hopkins,82161969,Beowulf,142440,Sebastian Roché,http://www.imdb.com/title/tt0442933/?ref_=fn_tt_tt_1,505,English,USA,PG-13,150000000,2007,6.3,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,Alessandro Carloni,95,J.K. Simmons,Angelina Jolie Pitt,143523463,Kung Fu Panda 3,64322,Wayne Knight,http://www.imdb.com/title/tt2267968/?ref_=fn_tt_tt_1,145,English,USA,PG,145000000,2016,7.2,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,Brad Bird,133,Tom Cruise,Jeremy Renner,209364921,Mission: Impossible - Ghost Protocol,365104,Michael Nyqvist,http://www.imdb.com/title/tt1229238/?ref_=fn_tt_tt_1,512,English,USA,PG-13,145000000,2011,7.4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,Peter Ramsey,97,Hugh Jackman,Kamil McFadden,103400692,Rise of the Guardians,123553,Khamani Griffin,http://www.imdb.com/title/tt1446192/?ref_=fn_tt_tt_1,174,English,USA,PG,145000000,2012,7.3,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,Dean Parisot,90,John Michael Higgins,Richard Burgi,110332737,Fun with Dick and Jane,110788,David Herman,http://www.imdb.com/title/tt0369441/?ref_=fn_tt_tt_1,258,English,USA,PG-13,100000000,2005,6.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
159,Edward Zwick,154,Tom Cruise,Tony Goldwyn,111110575,The Last Samurai,317166,Chad Lindberg,http://www.imdb.com/title/tt0325710/?ref_=fn_tt_tt_1,928,English,USA,R,140000000,2003,7.7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
160,Ridley Scott,150,Christian Bale,María Valverde,65007045,Exodus: Gods and Kings,128682,Ben Mendelsohn,http://www.imdb.com/title/tt1528100/?ref_=fn_tt_tt_1,657,English,UK,PG-13,140000000,2014,6.1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
161,J.J. Abrams,127,Chris Hemsworth,Leonard Nimoy,257704099,Star Trek,504419,Bruce Greenwood,http://www.imdb.com/title/tt0796366/?ref_=fn_tt_tt_1,1559,English,USA,PG-13,150000000,2009,8.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,Sam Raimi,121,J.K. Simmons,James Franco,403706375,Spider-Man,544665,Kirsten Dunst,http://www.imdb.com/title/tt0145487/?ref_=fn_tt_tt_1,2012,English,USA,PG-13,139000000,2002,7.3,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,Dean DeBlois,102,Gerard Butler,Djimon Hounsou,176997107,How to Train Your Dragon 2,221128,America Ferrera,http://www.imdb.com/title/tt1646971/?ref_=fn_tt_tt_1,343,English,USA,PG,145000000,2014,7.9,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,Alex Proyas,126,Gerard Butler,Elodie Yung,31141074,Gods of Egypt,51892,Bryan Brown,http://www.imdb.com/title/tt2404233/?ref_=fn_tt_tt_1,273,English,USA,PG-13,140000000,2016,5.5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,Rob Cohen,121,Sam Shepard,Joe Morton,31704416,Stealth,45455,Richard Roxburgh,http://www.imdb.com/title/tt0382992/?ref_=fn_tt_tt_1,388,English,USA,PG-13,135000000,2005,5.0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,Zack Snyder,215,Matt Frewer,Billy Crudup,107503316,Watchmen,392474,Stephen McHattie,http://www.imdb.com/title/tt0409459/?ref_=fn_tt_tt_1,1229,English,USA,R,130000000,2009,7.7,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
